route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
21,weekday,10765,,,,,shp_1_34,0,0
21,weekday,10766,,,,,shp_1_34,0,0
21,weekday,10767,,,,,shp_1_34,0,0
21,weekday,10768,,,,,shp_1_34,0,0
21,weekday,10769,,,,,shp_1_34,0,0
21,weekday,10770,,,,,shp_1_34,0,0
21,weekday,10771,,,,,shp_1_34,0,0
21,weekday,10772,,,,,shp_1_34,0,0
21,weekday,10773,,,,,shp_1_34,0,0
21,weekday,10774,,,,,shp_1_34,0,0
21,weekday,10775,,,,,shp_1_34,0,0
21,weekday,10776,,,,,shp_1_34,0,0
21,weekday,10777,,,,,shp_1_34,0,0
21,weekday,10778,,,,,shp_1_34,0,0
21,weekday,10779,,,,,shp_1_34,0,0
21,weekday,10780,,,,,shp_1_34,0,0
21,weekday,10781,,,,,shp_1_34,0,0
21,weekday,10782,,,,,shp_1_34,0,0
21,weekday,10783,,,,,shp_1_34,0,0
21,weekday,10784,,,,,shp_1_34,0,0
21,weekday,10785,,,,,shp_1_34,0,0
21,weekday,10786,,,,,shp_1_34,0,0
21,weekday,10787,,,,,shp_1_34,0,0
21,weekday,10788,,,,,shp_1_34,0,0
21,weekday,10789,,,,,shp_1_34,0,0
21,weekday,10790,,,,,shp_1_34,0,0
21,weekday,10791,,,,,shp_1_34,0,0
21,weekday,10792,,,,,shp_1_34,0,0
21,weekday,10793,,,,,shp_1_34,0,0
21,weekday,10794,,,,,shp_1_34,0,0
21,weekday,10795,,,,,shp_1_34,0,0
21,weekday,10796,,,,,shp_1_34,0,0
21,weekday,10797,,,,,shp_1_34,0,0
21,weekday,10798,,,,,shp_1_34,0,0
21,weekday,10799,,,,,shp_1_34,0,0
0,weekday,108,,,,,shp_1_30,0,0
21,weekday,10800,,,,,shp_1_34,0,0
21,weekday,10801,,,,,shp_1_34,0,0
21,weekday,10802,,,,,shp_1_34,0,0
21,weekday,10803,,,,,shp_1_34,0,0
21,weekday,10804,,,,,shp_1_34,0,0
21,weekday,10805,,,,,shp_1_34,0,0
21,weekday,10806,,,,,shp_1_34,0,0
21,weekday,10807,,,,,shp_1_34,0,0
21,weekday,10808,,,,,shp_1_34,0,0
21,weekday,10809,,,,,shp_1_34,0,0
21,weekday,10810,,,,,shp_1_34,0,0
21,weekday,10811,,,,,shp_1_34,0,0
21,weekday,10812,,,,,shp_1_34,0,0
21,weekday,10813,,,,,shp_1_34,0,0
21,weekday,10814,,,,,shp_1_34,0,0
21,weekday,10815,,,,,shp_1_34,0,0
21,weekday,10816,,,,,shp_1_34,0,0
21,weekday,10817,,,,,shp_1_34,0,0
21,weekday,10818,,,,,shp_1_34,0,0
21,weekday,10819,,,,,shp_1_34,0,0
21,weekday,10820,,,,,shp_1_34,0,0
21,weekday,10821,,,,,shp_1_34,0,0
21,weekday,10822,,,,,shp_1_34,0,0
21,weekday,10823,,,,,shp_1_34,0,0
21,weekday,10824,,,,,shp_1_34,0,0
21,weekday,10825,,,,,shp_1_34,0,0
21,weekday,10826,,,,,shp_1_34,0,0
21,weekday,10827,,,,,shp_1_34,0,0
21,weekday,10828,,,,,shp_1_34,0,0
21,weekday,10829,,,,,shp_1_34,0,0
21,weekday,10830,,,,,shp_1_34,0,0
21,weekday,10831,,,,,shp_1_34,0,0
21,weekday,10832,,,,,shp_1_34,0,0
21,weekday,10833,,,,,shp_1_34,0,0
21,weekday,10834,,,,,shp_1_34,0,0
21,weekday,10835,,,,,shp_1_34,0,0
21,weekday,10836,,,,,shp_1_34,0,0
21,weekday,10837,,,,,shp_1_34,0,0
21,weekday,10838,,,,,shp_1_34,0,0
21,weekday,10839,,,,,shp_1_34,0,0
21,weekday,10840,,,,,shp_1_34,0,0
21,weekday,10841,,,,,shp_1_34,0,0
21,weekday,10842,,,,,shp_1_34,0,0
21,weekday,10843,,,,,shp_1_34,0,0
21,weekday,10844,,,,,shp_1_34,0,0
21,weekday,10845,,,,,shp_1_34,0,0
21,weekday,10846,,,,,shp_1_34,0,0
21,weekday,10847,,,,,shp_1_34,0,0
21,weekday,10848,,,,,shp_1_34,0,0
21,weekday,10849,,,,,shp_1_34,0,0
21,weekday,10850,,,,,shp_1_34,0,0
21,weekday,10851,,,,,shp_1_34,0,0
21,weekday,10852,,,,,shp_1_34,0,0
21,weekday,10853,,,,,shp_1_34,0,0
21,weekday,10854,,,,,shp_1_34,0,0
21,weekday,10855,,,,,shp_1_34,0,0
21,weekday,10856,,,,,shp_1_34,0,0
21,weekday,10857,,,,,shp_1_34,0,0
21,weekday,10858,,,,,shp_1_34,0,0
21,weekday,10859,,,,,shp_1_34,0,0
21,weekday,10860,,,,,shp_1_34,0,0
21,weekday,10861,,,,,shp_1_34,0,0
21,weekday,10862,,,,,shp_1_34,0,0
21,weekday,10863,,,,,shp_1_34,0,0
21,weekday,10864,,,,,shp_1_34,0,0
21,weekday,10865,,,,,shp_1_34,0,0
21,weekday,10866,,,,,shp_1_34,0,0
21,weekday,10867,,,,,shp_1_34,0,0
21,weekday,10868,,,,,shp_1_34,0,0
21,weekday,10869,,,,,shp_1_34,0,0
21,weekday,10870,,,,,shp_1_34,0,0
21,weekday,10871,,,,,shp_1_34,0,0
21,weekday,10872,,,,,shp_1_34,0,0
21,weekday,10873,,,,,shp_1_34,0,0
21,weekday,10874,,,,,shp_1_34,0,0
21,weekday,10875,,,,,shp_1_34,0,0
21,weekday,10876,,,,,shp_1_34,0,0
21,weekday,10877,,,,,shp_1_34,0,0
21,weekday,10878,,,,,shp_1_34,0,0
21,weekday,10879,,,,,shp_1_34,0,0
21,weekday,10880,,,,,shp_1_34,0,0
21,weekday,10881,,,,,shp_1_34,0,0
21,weekday,10882,,,,,shp_1_34,0,0
21,weekday,10883,,,,,shp_1_34,0,0
21,weekday,10884,,,,,shp_1_34,0,0
21,weekday,10885,,,,,shp_1_34,0,0
21,weekday,10886,,,,,shp_1_34,0,0
21,weekday,10887,,,,,shp_1_34,0,0
21,weekday,10888,,,,,shp_1_34,0,0
21,weekday,10889,,,,,shp_1_34,0,0
21,weekday,10890,,,,,shp_1_34,0,0
21,weekday,10891,,,,,shp_1_34,0,0
21,weekday,10892,,,,,shp_1_34,0,0
21,weekday,10893,,,,,shp_1_34,0,0
21,weekday,10894,,,,,shp_1_34,0,0
21,weekday,10895,,,,,shp_1_34,0,0
21,weekday,10896,,,,,shp_1_34,0,0
21,weekday,10897,,,,,shp_1_34,0,0
21,weekday,10898,,,,,shp_1_34,0,0
21,weekday,10899,,,,,shp_1_34,0,0
0,weekday,109,,,,,shp_1_30,0,0
21,weekday,10900,,,,,shp_1_34,0,0
21,weekday,10901,,,,,shp_1_34,0,0
21,weekday,10902,,,,,shp_1_34,0,0
21,weekday,10903,,,,,shp_1_34,0,0
21,weekday,10904,,,,,shp_1_34,0,0
21,weekday,10905,,,,,shp_1_34,0,0
21,weekday,10906,,,,,shp_1_34,0,0
21,weekday,10907,,,,,shp_1_34,0,0
21,weekday,10908,,,,,shp_1_34,0,0
21,weekday,10909,,,,,shp_1_34,0,0
21,weekday,10910,,,,,shp_1_34,0,0
21,weekday,10911,,,,,shp_1_34,0,0
21,weekday,10912,,,,,shp_1_34,0,0
21,weekday,10913,,,,,shp_1_34,0,0
21,weekday,10914,,,,,shp_1_34,0,0
21,weekday,10915,,,,,shp_1_34,0,0
21,weekday,10916,,,,,shp_1_34,0,0
21,weekday,10917,,,,,shp_1_34,0,0
21,weekday,10918,,,,,shp_1_34,0,0
21,weekday,10919,,,,,shp_1_34,0,0
21,weekday,10920,,,,,shp_1_34,0,0
21,weekday,10921,,,,,shp_1_34,0,0
21,weekday,10922,,,,,shp_1_34,0,0
21,weekday,10923,,,,,shp_1_34,0,0
21,weekday,10924,,,,,shp_1_34,0,0
21,weekday,10925,,,,,shp_1_34,0,0
21,weekday,10926,,,,,shp_1_34,0,0
21,weekday,10927,,,,,shp_1_34,0,0
21,weekday,10928,,,,,shp_1_34,0,0
21,weekday,10929,,,,,shp_1_34,0,0
21,weekday,10930,,,,,shp_1_34,0,0
21,weekday,10931,,,,,shp_1_34,0,0
21,weekday,10932,,,,,shp_1_34,0,0
21,weekday,10933,,,,,shp_1_34,0,0
21,weekday,10934,,,,,shp_1_34,0,0
21,weekday,10935,,,,,shp_1_34,0,0
21,weekday,10936,,,,,shp_1_34,0,0
21,weekday,10937,,,,,shp_1_34,0,0
21,weekday,10938,,,,,shp_1_34,0,0
21,weekday,10939,,,,,shp_1_34,0,0
21,weekday,10940,,,,,shp_1_34,0,0
21,weekday,10941,,,,,shp_1_34,0,0
21,weekday,10942,,,,,shp_1_34,0,0
21,weekday,10943,,,,,shp_1_34,0,0
21,weekday,10944,,,,,shp_1_34,0,0
21,weekday,10945,,,,,shp_1_34,0,0
21,weekday,10946,,,,,shp_1_34,0,0
21,weekday,10947,,,,,shp_1_34,0,0
21,weekday,10948,,,,,shp_1_34,0,0
21,weekday,10949,,,,,shp_1_34,0,0
21,weekday,10950,,,,,shp_1_34,0,0
21,weekday,10951,,,,,shp_1_34,0,0
21,weekday,10952,,,,,shp_1_34,0,0
21,weekday,10953,,,,,shp_1_34,0,0
21,weekday,10954,,,,,shp_1_34,0,0
21,weekday,10955,,,,,shp_1_34,0,0
21,weekday,10956,,,,,shp_1_34,0,0
21,weekday,10957,,,,,shp_1_34,0,0
21,weekday,10958,,,,,shp_1_34,0,0
21,weekday,10959,,,,,shp_1_34,0,0
21,weekday,10960,,,,,shp_1_34,0,0
21,weekday,10961,,,,,shp_1_34,0,0
21,weekday,10962,,,,,shp_1_34,0,0
21,weekday,10963,,,,,shp_1_34,0,0
21,weekday,10964,,,,,shp_1_34,0,0
21,weekday,10965,,,,,shp_1_34,0,0
21,weekday,10966,,,,,shp_1_34,0,0
21,weekday,10967,,,,,shp_1_34,0,0
21,weekday,10968,,,,,shp_1_34,0,0
21,weekday,10969,,,,,shp_1_34,0,0
22,weekday,11441,,,,,shp_1_22,0,0
22,weekday,11442,,,,,shp_1_22,0,0
22,weekday,11443,,,,,shp_1_22,0,0
22,weekday,11444,,,,,shp_1_22,0,0
22,weekday,11445,,,,,shp_1_22,0,0
22,weekday,11446,,,,,shp_1_22,0,0
22,weekday,11447,,,,,shp_1_22,0,0
22,weekday,11448,,,,,shp_1_22,0,0
22,weekday,11449,,,,,shp_1_22,0,0
22,weekday,11450,,,,,shp_1_22,0,0
22,weekday,11451,,,,,shp_1_22,0,0
22,weekday,11452,,,,,shp_1_22,0,0
22,weekday,11453,,,,,shp_1_22,0,0
22,weekday,11454,,,,,shp_1_22,0,0
22,weekday,11455,,,,,shp_1_22,0,0
